,Campus Name,CCSF Entity,Lower Grade,Upper Grade,Grade Range,Category,Map Label,Lower Age,Upper Age,General Type,CDS Code,Campus Address,Supervisor District,County FIPS,County Name,Location 1,Latitude1,Longitude1,OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,GLOBALID,INSTALL_YR,INSTALL_MO,LAT,LON,shape,SF Find Neighborhoods 2,Current Police Districts 2,Current Supervisor Districts 2,Analysis Neighborhoods 2,Analysis Neighborhoods - 2010 census tracts assigned to neighborhoods 2,"CBD, BID and GBD Boundaries as of 2017 2",Central Market/Tenderloin Boundary Polygon - Updated 2,Neighborhoods,Distance
976258,Synergy Elementary School,Private,0,8,K-8,Independent / Private,IND331,5,13,IND,38684786905913.0,"1387 VALENCIA ST, SAN FRANCISCO, CA 94110",9,6075,SAN FRANCISCO,"CA
(37.750885, -122.420326)",37.750885,-122.420326,9782,1355 VALENCIA ST,Murphy Investments Property Management,VALENCIA,SIDEWALK,1,2,,2013,4,37.751287,-122.420222,POINT (-122.42021 37.75128),53.0,3.0,2.0,20.0,87.0,,,53.0,0.0005060000000085552
1000418,Marin Day School - San Francisco City Hall,Private,-2,-1,PK,Independent / Private,CDC091,3,4,CDC,384001292.0,"1 DR CARLTON B GOODLETT PL, RM 68, SAN FRANCISCO, CA 94102",6,6075,SAN FRANCISCO,"CA
(37.779324, -122.418816)",37.779324,-122.418816,10193,1 DR CARLTON B GOODLETT PL,City Hall,POLK,SIDEWALK,2,4,,2002,0,37.778841,-122.419017,POINT (-122.41901 37.778835),21.0,4.0,10.0,36.0,132.0,8.0,1.0,21.0,0.0006839999999925794
1000974,Marin Day School - San Francisco City Hall,Private,-2,-1,PK,Independent / Private,CDC091,3,4,CDC,384001292.0,"1 DR CARLTON B GOODLETT PL, RM 68, SAN FRANCISCO, CA 94102",6,6075,SAN FRANCISCO,"CA
(37.779324, -122.418816)",37.779324,-122.418816,10375,1 DR CARLTON B GOODLETT PL,City Hall,POLK,SIDEWALK,2,4,,2010,12,37.779319,-122.418804,POINT (-122.41879 37.779316),21.0,4.0,10.0,36.0,132.0,8.0,1.0,21.0,1.7000000013922545e-05
1001503,Marin Day School - San Francisco City Hall,Private,-2,-1,PK,Independent / Private,CDC091,3,4,CDC,384001292.0,"1 DR CARLTON B GOODLETT PL, RM 68, SAN FRANCISCO, CA 94102",6,6075,SAN FRANCISCO,"CA
(37.779324, -122.418816)",37.779324,-122.418816,9220,1 DR CARLTON B GOODLETT PL,City Hall,POLK,SIDEWALK,2,4,,2003,0,37.778841,-122.419017,POINT (-122.41901 37.778835),21.0,4.0,10.0,36.0,132.0,8.0,1.0,21.0,0.0006839999999925794
1017403,Galileo High School,SFUSD,9,12,9-12,USD Grades 9-12,PS035,14,17,PS,38684783831765.0,"1150 FRANCISCO ST, San Francisco, CA 94109",2,6075,SAN FRANCISCO,"CA
(37.803791, -122.424149)",37.803791,-122.424149,9765,1150 FRANCISCO ST,Galileo HS,FRANCISCO,PARCEL,4,8,,0,0,37.803785,-122.424132,POINT (-122.42412 37.80378),107.0,4.0,6.0,32.0,23.0,,,107.0,2.2999999998774e-05
1028786,Glide Family Youth And Childcare Center,Private,-2,-1,PK,Independent / Private,CDC045,3,4,CDC,384000531.0,"330 ELLIS ST, SAN FRANCISCO, CA 94102",6,6075,SAN FRANCISCO,"CA
(37.78529, -122.411697)",37.78529,-122.411697,9061,441 OFARRELL ST,Ever Gold Gallery,OFARRELL,SIDEWALK,1,2,,2011,11,37.785637,-122.411944,POINT (-122.411934 37.785633),20.0,5.0,10.0,36.0,20.0,6.0,1.0,20.0,0.0005939999999995393
1068431,City College of San Francisco Mission Center,SFCCD,13,14,13-14,Community College District,CC08,18,19,CC,,"1125 VALENCIA ST, SAN FRANCISCO, CA 94110",9,6075,SAN FRANCISCO,"CA
(37.754791, -122.420616)",37.754791,-122.420616,9372,110 BARTLETT ST,CCSF Mission,22ND; BARTLETT,PARCEL,10,20,,2007,0,37.754842,-122.420291,POINT (-122.42028 37.754837),53.0,3.0,2.0,20.0,87.0,,,53.0,0.00037599999998860767
1068847,City College of San Francisco Mission Center,SFCCD,13,14,13-14,Community College District,CC08,18,19,CC,,"1125 VALENCIA ST, SAN FRANCISCO, CA 94110",9,6075,SAN FRANCISCO,"CA
(37.754791, -122.420616)",37.754791,-122.420616,10236,3295 22ND ST,Esperpento Restaurant,22ND,SIDEWALK,1,2,,2004,0,37.755153,-122.42064,POINT (-122.42062 37.75515),53.0,3.0,2.0,20.0,87.0,,,53.0,0.0003860000000130981
1069957,City College of San Francisco Mission Center,SFCCD,13,14,13-14,Community College District,CC08,18,19,CC,,"1125 VALENCIA ST, SAN FRANCISCO, CA 94110",9,6075,SAN FRANCISCO,"CA
(37.754791, -122.420616)",37.754791,-122.420616,11955,1109 VALENCIA ST,UNKNOWN,VALENCIA,SIDEWALK,1,2,,2002,0,37.755153,-122.42064,POINT (-122.42062 37.75515),53.0,3.0,2.0,20.0,87.0,,,53.0,0.0003860000000130981
1070525,City College of San Francisco Mission Center,SFCCD,13,14,13-14,Community College District,CC08,18,19,CC,,"1125 VALENCIA ST, SAN FRANCISCO, CA 94110",9,6075,SAN FRANCISCO,"CA
(37.754791, -122.420616)",37.754791,-122.420616,9727,1125 VALENCIA ST,CCSF Mission Campus,VALENCIA,SIDEWALK,1,2,,2010,0,37.754842,-122.420291,POINT (-122.42028 37.754837),53.0,3.0,2.0,20.0,87.0,,,53.0,0.00037599999998860767
1079229,Alt School - Fort Mason,Private,0,8,K-8,Independent / Private,IND204,5,13,IND,38684786146773.0,"3741 BUCHANAN ST, SAN FRANCISCO, CA 94123",2,6075,SAN FRANCISCO,"CA
(37.804562, -122.433907)",37.804562,-122.433907,12442,3735 BUCHANAN ST,Starbucks,BUCHANAN,SIDEWALK,1,2,,2015,1,37.804471,-122.433832,POINT (-122.43382 37.804466),17.0,4.0,6.0,13.0,41.0,,,17.0,0.00016600000000721593
1110140,Miraloma Cooperative Nursery School,Private,-2,-1,PK,Independent / Private,CDC096,3,4,CDC,380505313.0,"443 FOERSTER ST, SAN FRANCISCO, CA 94127",7,6075,SAN FRANCISCO,"CA
(37.732193, -122.449142)",37.732193,-122.449142,11595,443 Foerster Street,Miraloma Nursery,FOERSTER,SIDEWALK,2,4,,2017,5,37.731882,-122.448954,POINT (-122.448944 37.731876),95.0,9.0,8.0,41.0,100.0,,,95.0,0.0004989999999978068
1113817,Jewish Community Center San Francisco - Helen Diller Family Preschool,Private,-2,-1,PK,Independent / Private,CDC057,3,4,CDC,384001263.0,"3200 CALIFORNIA ST, SAN FRANCISCO, CA 94118",2,6075,SAN FRANCISCO,"CA
(37.787365, -122.44722)",37.787365,-122.44722,12469,3200 CALIFORNIA ST,Jewish Communtiy Center,CALIFORNIA,SIDEWALK,5,10,,2004,0,37.787481,-122.447372,POINT (-122.44736 37.787476),10.0,8.0,6.0,31.0,80.0,,,10.0,0.00026799999999838064
1115978,Jewish Community Center San Francisco - Helen Diller Family Preschool,Private,-2,-1,PK,Independent / Private,CDC057,3,4,CDC,384001263.0,"3200 CALIFORNIA ST, SAN FRANCISCO, CA 94118",2,6075,SAN FRANCISCO,"CA
(37.787365, -122.44722)",37.787365,-122.44722,10240,3200 CALIFORNIA ST,Jewish Communtiy Center,CALIFORNIA,SIDEWALK,4,8,,2013,0,37.787481,-122.447372,POINT (-122.44736 37.787476),10.0,8.0,6.0,31.0,80.0,,,10.0,0.00026799999999838064
1116816,Jewish Community Center San Francisco - Helen Diller Family Preschool,Private,-2,-1,PK,Independent / Private,CDC057,3,4,CDC,384001263.0,"3200 CALIFORNIA ST, SAN FRANCISCO, CA 94118",2,6075,SAN FRANCISCO,"CA
(37.787365, -122.44722)",37.787365,-122.44722,11372,3200 CALIFORNIA ST,Jewish Communtiy Center,CALIFORNIA,SIDEWALK,4,8,,2012,0,37.787481,-122.447372,POINT (-122.44736 37.787476),10.0,8.0,6.0,31.0,80.0,,,10.0,0.00026799999999838064
1123984,Peters Place Nursery School,Private,-2,-1,PK,Independent / Private,CDC121,3,4,CDC,384000741.0,"227 BALBOA ST, SAN FRANCISCO, CA 94118",1,6075,SAN FRANCISCO,"CA
(37.777092, -122.461357)",37.777092,-122.461357,9043,227 Balboa,Peter's Place Nursery,BALBOA,SIDEWALK,1,2,,2016,10,37.777298,-122.461091,POINT (-122.461075 37.777294),5.0,8.0,4.0,11.0,141.0,,,5.0,0.0004720000000091318
1125571,Peters Place Nursery School,Private,-2,-1,PK,Independent / Private,CDC121,3,4,CDC,384000741.0,"227 BALBOA ST, SAN FRANCISCO, CA 94118",1,6075,SAN FRANCISCO,"CA
(37.777092, -122.461357)",37.777092,-122.461357,12748,602 4th Avenue,,4th Avenue,SIDEWALK,1,2,,2019,12,37.77711539,-122.46184219,POINT (-122.46183 37.77711),5.0,8.0,4.0,11.0,141.0,,,5.0,0.0005085799999875462
1129139,Wu Yee Child Development Center - Chinatown Little Sprouts,Private,-2,-1,PK,Independent / Private,CDC158,3,4,CDC,384000804.0,"831 BROADWAY ST, SAN FRANCISCO, CA 94133",3,6075,SAN FRANCISCO,"CA
(37.797012, -122.410713)",37.797012,-122.410713,9075,843 broadway,Computer Repair,BROADWAY,SIDEWALK,1,2,,2016,8,37.797094,-122.410903,POINT (-122.41089 37.79709),107.0,6.0,3.0,6.0,16.0,,,107.0,0.00027200000000249247
1135852,"Milk, Harvey Milk Elementary School",SFUSD,0,5,K-5,USD Grades K-5,PS077,5,10,PS,38684786040919.0,"4235 19TH ST, San Francisco, CA 94114",8,6075,SAN FRANCISCO,"CA
(37.758926, -122.436447)",37.758926,-122.436447,9059,4235 19TH ST,Harvey Milk Civil Rights Academy,19TH,SIDEWALK,1,2,,2006,0,37.758923,-122.436434,POINT (-122.436424 37.75892),115.0,3.0,5.0,5.0,171.0,,,115.0,1.599999999513102e-05
1148532,Urban School Of San Francisco,Private,9,12,9-12,Independent / Private,IND333,14,17,IND,38684786938930.0,"1563 PAGE ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"CA
(37.770832, -122.44635)",37.770832,-122.44635,11045,1428 HAIGHT ST,Squat & Gobble,HAIGHT,SIDEWALK,1,2,,2002,0,37.770361,-122.445953,POINT (-122.44594 37.770355),25.0,7.0,11.0,3.0,91.0,,,25.0,0.0008679999999898769
1149875,Mission Neighborhood Centers - Stevenson,Private,-2,-1,PK,Independent / Private,CDC105,3,4,CDC,384000731.0,"1320 STEVENSON ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"CA
(37.771469, -122.421883)",37.771469,-122.421883,11298,151 VALENCIA ST,San Francisco Computer Repair,VALENCIA,SIDEWALK,1,2,,2013,1,37.771147,-122.422046,POINT (-122.422035 37.77114),32.0,1.0,10.0,20.0,89.0,,,32.0,0.00048500000000473165
1152030,Mission Neighborhood Centers - Stevenson,Private,-2,-1,PK,Independent / Private,CDC105,3,4,CDC,384000731.0,"1320 STEVENSON ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"CA
(37.771469, -122.421883)",37.771469,-122.421883,12759,1307 Stevenson St,,Stevenson St,SIDEWALK,2,4,,2019,12,37.7713856,-122.42171272,POINT (-122.4217 37.77138),32.0,1.0,10.0,20.0,89.0,,,32.0,0.0002536799999930395
1153107,Mission Neighborhood Centers - Stevenson,Private,-2,-1,PK,Independent / Private,CDC105,3,4,CDC,384000731.0,"1320 STEVENSON ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"CA
(37.771469, -122.421883)",37.771469,-122.421883,11543,105 VALENCIA ST,UNKNOWN,VALENCIA,SIDEWALK,1,2,,2005,0,37.771147,-122.422046,POINT (-122.422035 37.77114),32.0,1.0,10.0,20.0,89.0,,,32.0,0.00048500000000473165
1153441,Mission Neighborhood Centers - Stevenson,Private,-2,-1,PK,Independent / Private,CDC105,3,4,CDC,384000731.0,"1320 STEVENSON ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"CA
(37.771469, -122.421883)",37.771469,-122.421883,11646,147 VALENCIA ST,UNKNOWN,VALENCIA,SIDEWALK,1,2,,2005,0,37.771147,-122.422046,POINT (-122.422035 37.77114),32.0,1.0,10.0,20.0,89.0,,,32.0,0.00048500000000473165
1155444,"Serra, Junipero Serra Elementary School",SFUSD,0,5,K-5,USD Grades K-5,PS104,5,10,PS,38684786041289.0,"625 HOLLY PARK CIR, San Francisco, CA 94110",9,6075,SAN FRANCISCO,"CA
(37.736912, -122.421486)",37.736912,-122.421486,10834,625 HOLLY PARK CIR,Junipero Serra Elementary School,HOLLY PARK,SIDEWALK,3,6,,2012,9,37.736905,-122.421476,POINT (-122.42146 37.7369),61.0,9.0,2.0,2.0,158.0,,,61.0,1.699999999971169e-05
1163316,Kids By The Bay Preschool,Private,-3,0,PK-K,Independent / Private,IND257,2,5,IND,384001720.0,"90 7TH ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"CA
(37.779549, -122.412102)",37.779549,-122.412102,9124,1117 MARKET ST,American Gymnastics & Raise the Bar Fitness,MARKET,SIDEWALK,2,4,,2012,7,37.77986,-122.412585,POINT (-122.412575 37.779854),32.0,5.0,10.0,34.0,181.0,7.0,1.0,32.0,0.0007939999999990732
1177020,La Scuola International School,Private,0,8,K-8,Independent / Private,IND260,5,13,IND,38684786144257.0,"735 FELL ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"CA
(37.774921, -122.430046)",37.774921,-122.430046,11851,735 FELL ST,La Scuola,FELL,SIDEWALK,2,4,,2015,9,37.774969,-122.429938,POINT (-122.429924 37.774963),26.0,4.0,11.0,9.0,72.0,,,26.0,0.00015599999999693637
1185875,Kai Ming Head Start - Richmond Center,Private,-2,-1,PK,Independent / Private,CDC062,3,4,CDC,384001019.0,"426 33RD AVE, SAN FRANCISCO, CA 94121",1,6075,SAN FRANCISCO,"CA
(37.781128, -122.493202)",37.781128,-122.493202,9403,3141 Clement St,Akiba,CLEMENT,SIDEWALK,1,2,,2017,5,37.781588,-122.492813,POINT (-122.4928 37.78158),8.0,8.0,4.0,29.0,142.0,,,8.0,0.0008489999999952147
1187216,Kai Ming Head Start - Richmond Center,Private,-2,-1,PK,Independent / Private,CDC062,3,4,CDC,384001019.0,"426 33RD AVE, SAN FRANCISCO, CA 94121",1,6075,SAN FRANCISCO,"CA
(37.781128, -122.493202)",37.781128,-122.493202,11032,3131 CLEMENT ST,Art Gallery,CLEMENT,SIDEWALK,4,8,,2010,0,37.781389,-122.493045,POINT (-122.493034 37.781384),8.0,8.0,4.0,29.0,142.0,,,8.0,0.0004179999999962547
1194915,Mission Education Center Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS079,5,10,PS,38684786089585.0,"1670 NOE ST, San Francisco, CA 94131",8,6075,SAN FRANCISCO,"CA
(37.742203, -122.431435)",37.742203,-122.431435,9570,1670 NOE ST,Kate Kennedy CDC,NOE,SIDEWALK,1,2,,2013,4,37.742202,-122.431322,POINT (-122.43131 37.742195),84.0,9.0,5.0,22.0,168.0,,,84.0,0.00011400000000350019
1196126,Angelas Children Center,Private,-2,-1,PK,Independent / Private,CDC003,3,4,CDC,380505898.0,"775 07TH AVE, SAN FRANCISCO, CA 94118",1,6075,SAN FRANCISCO,"CA
(37.773998, -122.465179)",37.773998,-122.465179,12559,753 7th Avenue,Safeway,7th Avenue,SIDEWALK,3,6,,2019,12,37.77435951,-122.46488405,POINT (-122.464874 37.774353),5.0,8.0,4.0,11.0,94.0,,,5.0,0.0006564600000089627
1201512,"Peabody, George Peabody Elementary School",SFUSD,0,5,K-5,USD Grades K-5,PS090,5,10,PS,38684786041065.0,"251 06TH AVE, San Francisco, CA 94118",1,6075,SAN FRANCISCO,"CA
(37.783855, -122.465027)",37.783855,-122.465027,10202,251 06TH AVE,Peabody Elementary School,06TH,SIDEWALK,1,2,,2012,3,37.783929,-122.464781,POINT (-122.46477 37.783924),5.0,8.0,4.0,11.0,97.0,,,5.0,0.0003200000000020964
1204044,"Peabody, George Peabody Elementary School",SFUSD,0,5,K-5,USD Grades K-5,PS090,5,10,PS,38684786041065.0,"251 06TH AVE, San Francisco, CA 94118",1,6075,SAN FRANCISCO,"CA
(37.783855, -122.465027)",37.783855,-122.465027,12166,251 6th Ave,Peabody Elementary School,06TH,SIDEWALK,3,6,,2016,7,37.783881,-122.464576,POINT (-122.46456 37.783875),5.0,8.0,4.0,11.0,97.0,,,5.0,0.00047700000001071885
1205207,"Peabody, George Peabody Elementary School",SFUSD,0,5,K-5,USD Grades K-5,PS090,5,10,PS,38684786041065.0,"251 06TH AVE, San Francisco, CA 94118",1,6075,SAN FRANCISCO,"CA
(37.783855, -122.465027)",37.783855,-122.465027,12030,251 6th Ave,Peabody Elementary School,07TH,SIDEWALK,3,6,,2016,7,37.783881,-122.464576,POINT (-122.46456 37.783875),5.0,8.0,4.0,11.0,97.0,,,5.0,0.00047700000001071885
1212518,La Piccola Scuola Italiana Preschool,Private,-2,-1,PK,Independent / Private,CDC069,3,4,CDC,,"728 20TH ST, SAN FRANCISCO, CA 94107",10,6075,SAN FRANCISCO,"CA
(37.760681, -122.389198)",37.760681,-122.389198,11875,728 20TH ST,La Scuola,TENNESSEE,SIDEWALK,2,4,,2015,1,37.760616,-122.3892,POINT (-122.38918 37.76061),55.0,2.0,9.0,26.0,167.0,14.0,,55.0,6.700000000847695e-05
1217555,Parkside Preschool & Kindergarten,Private,-2,0,PK-K,Independent / Private,IND281,3,5,IND,380506198.0,"2425 19TH AVE, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"CA
(37.742615, -122.47625)",37.742615,-122.47625,11832,949 TARAVAL ST,Sunset Hydrophonic,TARAVAL,SIDEWALK,1,2,,2006,0,37.742839,-122.476394,POINT (-122.47638 37.742832),40.0,10.0,7.0,35.0,95.0,,,40.0,0.0003680000000017003
1219372,Parkside Preschool & Kindergarten,Private,-2,0,PK-K,Independent / Private,IND281,3,5,IND,380506198.0,"2425 19TH AVE, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"CA
(37.742615, -122.47625)",37.742615,-122.47625,11631,925 TARAVAL ST,DOC-FAI Martial Arts,TARAVAL,SIDEWALK,1,2,,2011,6,37.742777,-122.476156,POINT (-122.47614 37.74277),40.0,10.0,7.0,35.0,95.0,,,40.0,0.00025599999998604517
1221719,Parkside Preschool & Kindergarten,Private,-2,0,PK-K,Independent / Private,IND281,3,5,IND,380506198.0,"2425 19TH AVE, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"CA
(37.742615, -122.47625)",37.742615,-122.47625,10596,2415 19TH AVE,Seniore's Pizza,19TH,SIDEWALK,1,2,,2010,0,37.742789,-122.475857,POINT (-122.475845 37.742783),40.0,10.0,7.0,35.0,95.0,,,40.0,0.0005669999999895481
1224190,Rooftop (5-8 Mayeda Campus),SFUSD,-2,8,PK-8,USD Grades PK-8,PS096,3,13,PS,38684786089775.0,"500 CORBETT AVE, San Francisco, CA 94114",8,6075,SAN FRANCISCO,"CA
(37.757397, -122.444496)",37.757397,-122.444496,11932,500 CORBETT AVE,Rooftop ES,CORBETT,SIDEWALK,3,6,,2012,6,37.757391,-122.444487,POINT (-122.44447 37.757385),47.0,7.0,5.0,5.0,134.0,,,47.0,1.5000000004761205e-05
1238296,Little School,Private,-2,-1,PK,Independent / Private,CDC078,3,4,CDC,384000125.0,"1520 LYON ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"CA
(37.785137, -122.444717)",37.785137,-122.444717,9561,1520 LYON ST,The Little School,LYON,SIDEWALK,2,4,,2013,5,37.785131,-122.444704,POINT (-122.44469 37.785126),103.0,8.0,6.0,31.0,77.0,,,103.0,1.8999999994662176e-05
1257425,Tule Elk Park Early Education School,SFUSD,-2,5,PK-5,USD PreK/TK-5,PS116,3,10,PS,38684780117523.0,"2110 GREENWICH ST, San Francisco, CA 94123",2,6075,SAN FRANCISCO,"CA
(37.799419, -122.434563)",37.799419,-122.434563,9984,2110 GREENWICH ST,Tule Elk Park CDC,GREENWICH,SIDEWALK,1,2,,2015,1,37.799097,-122.434941,POINT (-122.43493 37.79909),15.0,4.0,6.0,13.0,40.0,,,15.0,0.0006999999999948159
1266971,Kellys Family Day Care,Private,-2,-1,PK,Independent / Private,CDC066,3,4,CDC,,"309 30TH ST, SAN FRANCISCO, CA 94131",8,6075,SAN FRANCISCO,"CA
(37.741787, -122.427292)",37.741787,-122.427292,11250,1798 CHURCH ST,Church Produce,CHURCH,SIDEWALK,1,2,,2013,9,37.742202,-122.426797,POINT (-122.42678 37.7422),84.0,9.0,5.0,22.0,174.0,,,84.0,0.0009099999999975239
1301408,City College of San Francisco Downtown Center,SFCCD,13,14,13-14,Community College District,CC03,18,19,CC,,"88 4TH ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"CA
(37.784565, -122.404724)",37.784565,-122.404724,12496,100 Jessie street,Flatiron Wines & Spirits,Jessie street,SIDEWALK,1,2,,2019,12,37.78486656,-122.40486274,POINT (-122.40485 37.784863),32.0,5.0,10.0,34.0,181.0,4.0,,32.0,0.00044029999999395386
1301571,City College of San Francisco Downtown Center,SFCCD,13,14,13-14,Community College District,CC03,18,19,CC,,"88 4TH ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"CA
(37.784565, -122.404724)",37.784565,-122.404724,10729,70 04TH ST,Cole Hardware,JESSIE,SIDEWALK,1,2,,2003,0,37.78468,-122.404897,POINT (-122.404884 37.784676),32.0,5.0,10.0,34.0,181.0,4.0,,32.0,0.0002880000000047289
1302912,City College of San Francisco Downtown Center,SFCCD,13,14,13-14,Community College District,CC03,18,19,CC,,"88 4TH ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"CA
(37.784565, -122.404724)",37.784565,-122.404724,9137,70 04TH ST,Cole Hardware,04TH,SIDEWALK,2,4,,2015,7,37.784703,-122.404883,POINT (-122.40487 37.7847),32.0,5.0,10.0,34.0,181.0,4.0,,32.0,0.00029699999999621696
1304268,City College of San Francisco Downtown Center,SFCCD,13,14,13-14,Community College District,CC03,18,19,CC,,"88 4TH ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"CA
(37.784565, -122.404724)",37.784565,-122.404724,10319,70 04TH ST,Cole Hardware,04TH,SIDEWALK,0,0,,2015,8,37.784847,-122.404841,POINT (-122.40483 37.784843),32.0,5.0,10.0,34.0,181.0,4.0,,32.0,0.0003990000000015925
1304372,City College of San Francisco Downtown Center,SFCCD,13,14,13-14,Community College District,CC03,18,19,CC,,"88 4TH ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"CA
(37.784565, -122.404724)",37.784565,-122.404724,9769,818 MISSION ST,Community Vocational Enterprises,MISSION,SIDEWALK,2,4,,2013,1,37.784291,-122.40507,POINT (-122.40506 37.784286),32.0,5.0,10.0,34.0,181.0,4.0,,32.0,0.0006199999999907391
1306701,Little Tree Preschool,Private,-2,-1,PK,Independent / Private,CDC082,3,4,CDC,,"3161 MISSION ST, SAN FRANCISCO, CA 94110",9,6075,SAN FRANCISCO,"CA
(37.746403, -122.419037)",37.746403,-122.419037,10028,3151 MISSION ST,Nina's Cleaners,PRECITA,SIDEWALK,1,2,,2015,1,37.746633,-122.418965,POINT (-122.41895 37.746628),83.0,9.0,2.0,2.0,188.0,,,83.0,0.00030200000000490945
1307640,Little Tree Preschool,Private,-2,-1,PK,Independent / Private,CDC082,3,4,CDC,,"3161 MISSION ST, SAN FRANCISCO, CA 94110",9,6075,SAN FRANCISCO,"CA
(37.746403, -122.419037)",37.746403,-122.419037,9721,3160 MISSION ST,Atlas Motors and El Rio,MISSION,SIDEWALK,2,4,,2003,0,37.746669,-122.419531,POINT (-122.41952 37.746666),83.0,9.0,2.0,2.0,188.0,,,83.0,0.0007599999999996498
1308492,Little Tree Preschool,Private,-2,-1,PK,Independent / Private,CDC082,3,4,CDC,,"3161 MISSION ST, SAN FRANCISCO, CA 94110",9,6075,SAN FRANCISCO,"CA
(37.746403, -122.419037)",37.746403,-122.419037,12051,3149 MISSION ST,Baby Blues BBQ,MISSION,SIDEWALK,2,4,,2012,7,37.746868,-122.418771,POINT (-122.418755 37.746864),83.0,9.0,2.0,2.0,160.0,,,83.0,0.0007309999999947081
1308896,Little Tree Preschool,Private,-2,-1,PK,Independent / Private,CDC082,3,4,CDC,,"3161 MISSION ST, SAN FRANCISCO, CA 94110",9,6075,SAN FRANCISCO,"CA
(37.746403, -122.419037)",37.746403,-122.419037,9087,3158 MISSION ST,El Rio,MISSION,SIDEWALK,2,4,,2015,7,37.746801,-122.419459,POINT (-122.41945 37.746796),83.0,9.0,2.0,2.0,188.0,,,83.0,0.0008199999999973784
1309183,Little Tree Preschool,Private,-2,-1,PK,Independent / Private,CDC082,3,4,CDC,,"3161 MISSION ST, SAN FRANCISCO, CA 94110",9,6075,SAN FRANCISCO,"CA
(37.746403, -122.419037)",37.746403,-122.419037,9035,3174 MISSION ST,Bay Jiu-Jitsu,MISSION,SIDEWALK,2,4,,2015,8,37.746325,-122.41951,POINT (-122.419495 37.74632),83.0,9.0,2.0,2.0,188.0,,,83.0,0.0005510000000015225
1322293,Childrens Day School,Private,-2,8,PK-8,Independent / Private,IND226,3,13,IND,38684787096514.0,"333 DOLORES ST, SAN FRANCISCO, CA 94110",8,6075,SAN FRANCISCO,"CA
(37.764256, -122.425201)",37.764256,-122.425201,10862,3245 16TH ST,Creativity Explored,16TH,SIDEWALK,2,4,,2005,0,37.764463,-122.425002,POINT (-122.42499 37.764458),37.0,3.0,5.0,20.0,178.0,,,37.0,0.00040599999999102465
1323307,Childrens Day School,Private,-2,8,PK-8,Independent / Private,IND226,3,13,IND,38684787096514.0,"333 DOLORES ST, SAN FRANCISCO, CA 94110",8,6075,SAN FRANCISCO,"CA
(37.764256, -122.425201)",37.764256,-122.425201,10034,3235 16TH ST,Barnets,16TH,SIDEWALK,1,2,,2006,0,37.76447,-122.424871,POINT (-122.42486 37.764465),37.0,3.0,5.0,20.0,178.0,,,37.0,0.0005440000000049849
1323800,Childrens Day School,Private,-2,8,PK-8,Independent / Private,IND226,3,13,IND,38684787096514.0,"333 DOLORES ST, SAN FRANCISCO, CA 94110",8,6075,SAN FRANCISCO,"CA
(37.764256, -122.425201)",37.764256,-122.425201,10362,333 DOLORES ST,Children's Day School,DOLORES,SIDEWALK,5,10,,2015,1,37.763896,-122.425104,POINT (-122.425095 37.76389),37.0,3.0,5.0,20.0,178.0,,,37.0,0.00045699999999726515
1323872,Childrens Day School,Private,-2,8,PK-8,Independent / Private,IND226,3,13,IND,38684787096514.0,"333 DOLORES ST, SAN FRANCISCO, CA 94110",8,6075,SAN FRANCISCO,"CA
(37.764256, -122.425201)",37.764256,-122.425201,11175,3271 16TH ST,Laughing Lotus Yoga Center,16TH,SIDEWALK,2,4,,0,0,37.764429,-122.425586,POINT (-122.425575 37.764423),37.0,3.0,5.0,20.0,178.0,,,37.0,0.0005579999999909546
1324880,Childrens Day School,Private,-2,8,PK-8,Independent / Private,IND226,3,13,IND,38684787096514.0,"333 DOLORES ST, SAN FRANCISCO, CA 94110",8,6075,SAN FRANCISCO,"CA
(37.764256, -122.425201)",37.764256,-122.425201,9451,3271 16TH ST,Laughing Lotus Yoga Center,16TH,SIDEWALK,2,4,,2012,8,37.764429,-122.425586,POINT (-122.425575 37.764423),37.0,3.0,5.0,20.0,178.0,,,37.0,0.0005579999999909546
