,Campus Name,CCSF Entity,Lower Grade,Upper Grade,Grade Range,Category,Map Label,Lower Age,Upper Age,General Type,CDS Code,Campus Address,Supervisor District,County FIPS,County Name,Location 1,Latitude1,Longitude1,OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,GLOBALID,INSTALL_YR,INSTALL_MO,LAT,LON,shape,SF Find Neighborhoods 2,Current Police Districts 2,Current Supervisor Districts 2,Analysis Neighborhoods 2,Analysis Neighborhoods - 2010 census tracts assigned to neighborhoods 2,"CBD, BID and GBD Boundaries as of 2017 2",Central Market/Tenderloin Boundary Polygon - Updated 2,Neighborhoods,Distance
2231371,Alt School - Soma,Private,6,8,6-8,Independent / Private,IND207,11,13,IND,38684786148282.0,"1245 FOLSOM ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"CA
(37.774181, -122.410484)",37.774181,-122.410484,11724,1225 FOLSOM ST,Driftwood,FOLSOM,SIDEWALK,1,2,,2013,1,37.774468,-122.410284,POINT (-122.41027 37.774464),32.0,1.0,10.0,34.0,35.0,,,32.0,0.0004869999999925767
2232363,Alt School - Soma,Private,6,8,6-8,Independent / Private,IND207,11,13,IND,38684786148282.0,"1245 FOLSOM ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"CA
(37.774181, -122.410484)",37.774181,-122.410484,9621,1201 FOLSOM ST,Leather Etc.,FOLSOM,SIDEWALK,1,2,,2003,0,37.774663,-122.410037,POINT (-122.41003 37.77466),32.0,1.0,10.0,34.0,35.0,,,32.0,0.0009289999999921861
2232522,Alt School - Soma,Private,6,8,6-8,Independent / Private,IND207,11,13,IND,38684786148282.0,"1245 FOLSOM ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"CA
(37.774181, -122.410484)",37.774181,-122.410484,10757,1225 FOLSOM ST,Driftwood,FOLSOM,ROADWAY,7,14,,2013,12,37.774468,-122.410284,POINT (-122.41027 37.774464),32.0,1.0,10.0,34.0,35.0,,,32.0,0.0004869999999925767
2233202,Alt School - Soma,Private,6,8,6-8,Independent / Private,IND207,11,13,IND,38684786148282.0,"1245 FOLSOM ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"CA
(37.774181, -122.410484)",37.774181,-122.410484,11167,1246 FOLSOM ST,UNKNOWN,FOLSOM,SIDEWALK,1,2,,2005,0,37.774584,-122.410981,POINT (-122.410965 37.77458),32.0,1.0,10.0,34.0,35.0,,,32.0,0.0009000000000085606
2244536,Living Hope Christian School,Private,0,12,K-12,Independent / Private,IND268,5,17,IND,,"1209 GENEVA AVE, SAN FRANCISCO, CA 94112",11,6075,SAN FRANCISCO,"CA
(37.714336, -122.435829)",37.714336,-122.435829,12288,1201 GENEVA AVE,Tienda Santa Marta,NAPLES,SIDEWALK,1,2,,2013,4,37.714332,-122.435815,POINT (-122.4358 37.71433),90.0,9.0,1.0,7.0,156.0,,,90.0,1.7999999997186933e-05
2244795,Living Hope Christian School,Private,0,12,K-12,Independent / Private,IND268,5,17,IND,,"1209 GENEVA AVE, SAN FRANCISCO, CA 94112",11,6075,SAN FRANCISCO,"CA
(37.714336, -122.435829)",37.714336,-122.435829,11547,1217 Geneva Ave,Stop and Wrap Coffee Shop,GENEVA,SIDEWALK,1,2,,2016,11,37.714183,-122.435828,POINT (-122.435814 37.714176),90.0,9.0,1.0,7.0,156.0,,,90.0,0.00015400000000198588
2264977,Ucsf - University Child Care Center - Mission Bay,Private,-2,-1,PK,Independent / Private,CDC152,3,4,CDC,384001586.0,"1555 6TH ST, SAN FRANCISCO, CA 94158",6,6075,SAN FRANCISCO,"CA
(37.768677, -122.393967)",37.768677,-122.393967,9714,1625 OWENS ST,UCSF Mission Bay and Owens St Garage,OWENS,GARAGE CAGE,26,52,,2005,0,37.768275,-122.393937,POINT (-122.39392 37.76827),34.0,1.0,10.0,4.0,68.0,,,34.0,0.00043200000000354066
2290989,Golden Gate Guppies Preschool,Private,-2,-1,PK,Independent / Private,CDC046,3,4,CDC,384002090.0,"2426 CALIFORNIA ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"CA
(37.789124, -122.434509)",37.789124,-122.434509,11933,2417 CALIFORNIA ST,Curbside Cafe,CALIFORNIA,SIDEWALK,1,2,,2006,0,37.788684,-122.43404,POINT (-122.43403 37.788677),103.0,4.0,6.0,30.0,78.0,,,103.0,0.0009090000000071541
2292480,Golden Gate Guppies Preschool,Private,-2,-1,PK,Independent / Private,CDC046,3,4,CDC,384002090.0,"2426 CALIFORNIA ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"CA
(37.789124, -122.434509)",37.789124,-122.434509,9204,2195 FILLMORE ST,Browser Books,FILLMORE,SIDEWALK,1,2,,2002,0,37.789593,-122.434273,POINT (-122.43426 37.78959),102.0,4.0,6.0,30.0,79.0,,,102.0,0.0007050000000035084
2300429,San Francisco Pacific Academy,Private,0,8,K-8,Independent / Private,IND317,5,13,IND,38684786146054.0,"3301 BALBOA ST, SAN FRANCISCO, CA 94121",1,6075,SAN FRANCISCO,"CA
(37.775639, -122.494286)",37.775639,-122.494286,10686,3301 BALBOA ST,San Francisco Pacific Academy,BALBOA,SIDEWALK,2,4,,2015,8,37.775792,-122.494131,POINT (-122.49412 37.775787),8.0,8.0,4.0,29.0,56.0,,,8.0,0.0003080000000110772
2302216,San Francisco Pacific Academy,Private,0,8,K-8,Independent / Private,IND317,5,13,IND,38684786146054.0,"3301 BALBOA ST, SAN FRANCISCO, CA 94121",1,6075,SAN FRANCISCO,"CA
(37.775639, -122.494286)",37.775639,-122.494286,11235,3300 BALBOA ST,Multicultural Preschool,BALBOA,SIDEWALK,1,2,,2014,7,37.776094,-122.494286,POINT (-122.49427 37.77609),8.0,8.0,4.0,29.0,56.0,,,8.0,0.00045500000000231466
