,Campus Name,CCSF Entity,Lower Grade,Upper Grade,Grade Range,Category,Map Label,Lower Age,Upper Age,General Type,CDS Code,Campus Address,Supervisor District,County FIPS,County Name,Location 1,Latitude1,Longitude1,OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,GLOBALID,INSTALL_YR,INSTALL_MO,LAT,LON,shape,SF Find Neighborhoods 2,Current Police Districts 2,Current Supervisor Districts 2,Analysis Neighborhoods 2,Analysis Neighborhoods - 2010 census tracts assigned to neighborhoods 2,"CBD, BID and GBD Boundaries as of 2017 2",Central Market/Tenderloin Boundary Polygon - Updated 2,Neighborhoods,Distance
1388310,City College of San Francisco Evans Center,SFCCD,13,14,13-14,Community College District,CC04,18,19,CC,,"1400 EVANS AVE, SAN FRANCISCO, CA 94124",10,6075,SAN FRANCISCO,"CA
(37.741859, -122.384682)",37.741859,-122.384682,11565,1400 EVANS AVE,CCSF,EVANS,SIDEWALK,1,2,,2004,0,37.741793,-122.384694,POINT (-122.38468 37.741787),76.0,2.0,9.0,1.0,21.0,,,76.0,7.799999999491547e-05
1448458,Alvarado Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS002,5,10,PS,38684786040703.0,"625 DOUGLASS ST, San Francisco, CA 94114",8,6075,SAN FRANCISCO,"CA
(37.753681, -122.438194)",37.753681,-122.438194,10181,625 DOUGLASS ST,Alvarado Elementary School,DOUGLASS,SIDEWALK,3,6,,2011,1,37.753677,-122.43818,POINT (-122.43816 37.753674),84.0,3.0,5.0,22.0,175.0,,,84.0,1.7999999990081506e-05
1450262,Alvarado Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS002,5,10,PS,38684786040703.0,"625 DOUGLASS ST, San Francisco, CA 94114",8,6075,SAN FRANCISCO,"CA
(37.753681, -122.438194)",37.753681,-122.438194,9641,625 DOUGLASS ST,Alvarado Elementary School,DOUGLASS,SIDEWALK,3,6,,2002,0,37.753677,-122.43818,POINT (-122.43816 37.753674),84.0,3.0,5.0,22.0,175.0,,,84.0,1.7999999990081506e-05
1488427,Independence High School,SFUSD,9,12,9-12,USD Grades 9-12,PS049,14,17,PS,38684783830197.0,"1350 07TH AVE, San Francisco, CA 94122",5,6075,SAN FRANCISCO,"CA
(37.763226, -122.463585)",37.763226,-122.463585,11405,1318 07TH AVE,Impact Training,07TH,SIDEWALK,1,2,,2002,0,37.763725,-122.463802,POINT (-122.46379 37.76372),109.0,7.0,11.0,14.0,116.0,,,109.0,0.0007160000000041578
1489537,Independence High School,SFUSD,9,12,9-12,USD Grades 9-12,PS049,14,17,PS,38684783830197.0,"1350 07TH AVE, San Francisco, CA 94122",5,6075,SAN FRANCISCO,"CA
(37.763226, -122.463585)",37.763226,-122.463585,9890,1320 07TH AVE,UNKNOWN,07TH,SIDEWALK,1,2,,2002,0,37.763725,-122.463802,POINT (-122.46379 37.76372),109.0,7.0,11.0,14.0,116.0,,,109.0,0.0007160000000041578
1490454,Independence High School,SFUSD,9,12,9-12,USD Grades 9-12,PS049,14,17,PS,38684783830197.0,"1350 07TH AVE, San Francisco, CA 94122",5,6075,SAN FRANCISCO,"CA
(37.763226, -122.463585)",37.763226,-122.463585,11171,1318 07TH AVE,Impact Training,07TH,SIDEWALK,1,2,,2002,0,37.763725,-122.463802,POINT (-122.46379 37.76372),109.0,7.0,11.0,14.0,116.0,,,109.0,0.0007160000000041578
1490533,Independence High School,SFUSD,9,12,9-12,USD Grades 9-12,PS049,14,17,PS,38684783830197.0,"1350 07TH AVE, San Francisco, CA 94122",5,6075,SAN FRANCISCO,"CA
(37.763226, -122.463585)",37.763226,-122.463585,10394,1320 07TH AVE,UNKNOWN,07TH,SIDEWALK,1,2,,2002,0,37.763725,-122.463802,POINT (-122.46379 37.76372),109.0,7.0,11.0,14.0,116.0,,,109.0,0.0007160000000041578
1508545,Marshall Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS072,5,10,PS,38684786041412.0,"1575 15TH ST, San Francisco, CA 94103",9,6075,SAN FRANCISCO,"CA
(37.766289, -122.419022)",37.766289,-122.419022,11613,1917 MISSION ST,Rogue and Saint Fitness,MISSION,SIDEWALK,1,2,,2015,1,37.766267,-122.419421,POINT (-122.41941 37.766262),53.0,3.0,2.0,20.0,89.0,,,53.0,0.0004210000000028913
1509952,Marshall Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS072,5,10,PS,38684786041412.0,"1575 15TH ST, San Francisco, CA 94103",9,6075,SAN FRANCISCO,"CA
(37.766289, -122.419022)",37.766289,-122.419022,10256,1909 MISSION ST,4505 Meats,MISSION,SIDEWALK,1,2,,2013,6,37.766468,-122.419514,POINT (-122.4195 37.766464),53.0,3.0,2.0,20.0,89.0,,,53.0,0.0006710000000111904
1511725,Marshall Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS072,5,10,PS,38684786041412.0,"1575 15TH ST, San Francisco, CA 94103",9,6075,SAN FRANCISCO,"CA
(37.766289, -122.419022)",37.766289,-122.419022,9393,1933 MISSION ST,MediThrive,MISSION,SIDEWALK,1,2,,2011,2,37.766267,-122.419421,POINT (-122.41941 37.766262),53.0,3.0,2.0,20.0,89.0,,,53.0,0.0004210000000028913
1690321,"Roosevelt, Theodore Roosevelt Middle School",SFUSD,6,8,6-8,USD Grades 6-8,PS098,11,13,PS,38684786059901.0,"460 ARGUELLO BLVD, San Francisco, CA 94118",2,6075,SAN FRANCISCO,"CA
(37.78228, -122.458351)",37.78228,-122.458351,9279,460 ARGUELLO BLVD,Roosevelt Middle School,ARGUELLO,SIDEWALK,4,8,,2015,8,37.782305,-122.458848,POINT (-122.45883 37.7823),11.0,8.0,6.0,31.0,77.0,,,11.0,0.0005220000000107916
1716829,"Drew, Dr. Charles R. Drew Elementary / Early Education",SFUSD,-2,5,PK-5,USD PreK-5,PS026,3,10,PS,38684786104673.0,"50 POMONA ST, San Francisco, CA 94124",10,6075,SAN FRANCISCO,"CA
(37.731796, -122.39389)",37.731796,-122.39389,11704,50 POMONA ST,Dr Charles Drew CDC,POMONA,SIDEWALK,1,2,,2013,3,37.732128,-122.393797,POINT (-122.39378 37.732124),87.0,2.0,9.0,1.0,139.0,,,87.0,0.00042499999999279225
1725942,San Francisco International High School,SFUSD,9,12,9-12,USD Grades 9-12,PS101,14,17,PS,38684786149876.0,"1050 YORK ST, SAN FRANCISCO, CA 94110",9,6075,SAN FRANCISCO,"CA
(37.75523, -122.408859)",37.75523,-122.408859,11495,1060 YORK ST,Bryant CDC,YORK,SIDEWALK,1,2,,2013,4,37.755042,-122.408416,POINT (-122.4084 37.755035),53.0,3.0,2.0,20.0,195.0,,,53.0,0.0006309999999984939
1726759,Jefferson Out Of School (OST) Program,SFUSD,0,5,K-5,USD Grades K-5,PS052,5,10,PS,38684786041230.0,"1325 18TH AVE, SAN FRANCISCO CA 94122",4,6075,SAN FRANCISCO,"CA
(37.763062, -122.476318)",37.763062,-122.476318,12607,1305 18th Ave,Sunset Branch of the library,18th Ave,SIDEWALK,2,4,,2019,12,37.76336136,-122.47604746,POINT (-122.476036 37.763355),109.0,10.0,7.0,14.0,153.0,,,109.0,0.0005699000000021215
1767272,"Lick, James Lick Middle School",SFUSD,6,8,6-8,USD Grades 6-8,PS063,11,13,PS,38684786062053.0,"1220 NOE ST, San Francisco, CA 94114",8,6075,SAN FRANCISCO,"CA
(37.749363, -122.432785)",37.749363,-122.432785,12362,1220 NOE ST,James Lick Middle School,NOE,SIDEWALK,1,2,,2003,0,37.749358,-122.432772,POINT (-122.43276 37.74935),84.0,3.0,5.0,22.0,84.0,,,84.0,1.7999999997186933e-05
1904350,Sunnyside Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS111,5,10,PS,38684786041610.0,"250 FOERSTER ST, San Francisco, CA 94112",7,6075,SAN FRANCISCO,"CA
(37.730293, -122.448257)",37.730293,-122.448257,10634,250 FOERSTER ST,Sunnyside ElementaryáSchool,FOERSTER,SIDEWALK,2,4,,2010,11,37.730439,-122.448721,POINT (-122.44871 37.730434),95.0,9.0,8.0,41.0,100.0,,,95.0,0.0006100000000017758
1904947,Sunnyside Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS111,5,10,PS,38684786041610.0,"250 FOERSTER ST, San Francisco, CA 94112",7,6075,SAN FRANCISCO,"CA
(37.730293, -122.448257)",37.730293,-122.448257,12228,250 FOERSTER ST,Sunnyside Elementary School,FOERSTER,SIDEWALK,1,2,,2010,0,37.730439,-122.448721,POINT (-122.44871 37.730434),95.0,9.0,8.0,41.0,100.0,,,95.0,0.0006100000000017758
1957297,City College of San Francisco Chinatown North Beach Center,SFCCD,13,14,13-14,Community College District,CC01,18,19,CC,,"808 KEARNY ST, SAN FRANCISCO, CA 94108",7,6075,SAN FRANCISCO,"CA
(37.795555, -122.404701)",37.795555,-122.404701,11039,680 WASHINGTON ST,City College of SF Chinatown North Beach Campus,WASHINGTON,SIDEWALK,3,6,,2012,0,37.795369,-122.40474,POINT (-122.404724 37.795364),104.0,6.0,3.0,6.0,55.0,,,104.0,0.0002250000000003638
1972216,"Lilienthal, Claire Lilienthal (K-2 Madison Campus)",SFUSD,0,8,K-8,USD Grades K-8,PS066,5,13,PS,38684786102479.0,"3950 SACRAMENTO ST, San Francisco, CA 94118",2,6075,SAN FRANCISCO,"CA
(37.787201, -122.458015)",37.787201,-122.458015,10714,3950 SACRAMENTO ST,Claire Lillienth,SACRAMENTO,SIDEWALK,1,2,,2002,0,37.787214,-122.458064,POINT (-122.45805 37.78721),10.0,8.0,6.0,31.0,80.0,,,10.0,6.19999999855736e-05
2036331,Tenderloin Elementary / Early Education,SFUSD,-2,5,PK-5,"USD PreK-5, Grades K-5",PS115,3,10,PS,38684786115901.0,"627 TURK ST, San Francisco, CA 94102",6,6075,SAN FRANCISCO,"CA
(37.781796, -122.419777)",37.781796,-122.419777,10609,627 TURK ST,Tenderloin Elementary School,TURK,SIDEWALK,3,6,,2010,0,37.781808,-122.419731,POINT (-122.419716 37.781803),21.0,4.0,10.0,36.0,132.0,8.0,1.0,21.0,5.7999999995672624e-05
2036367,Tenderloin Elementary / Early Education,SFUSD,-2,5,PK-5,"USD PreK-5, Grades K-5",PS115,3,10,PS,38684786115901.0,"627 TURK ST, San Francisco, CA 94102",6,6075,SAN FRANCISCO,"CA
(37.781796, -122.419777)",37.781796,-122.419777,11862,690 VAN NESS AVE,San Francisco Cooking School,VAN NESS,SIDEWALK,2,4,,2015,1,37.781653,-122.420222,POINT (-122.42021 37.781647),21.0,4.0,10.0,36.0,132.0,8.0,1.0,21.0,0.000588000000000477
2049218,Chinese Education Center Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS017,5,10,PS,38684786089569.0,"657 MERCHANT ST, SAN FRANCISCO, CA 94111",3,6075,SAN FRANCISCO,"CA
(37.794769, -122.40406)",37.794769,-122.40406,11327,653 CLAY ST,Thai Thai Gourmet Thai Food,CLAY,SIDEWALK,1,2,,2012,10,37.794321,-122.403954,POINT (-122.40394 37.794315),104.0,6.0,3.0,6.0,55.0,,,104.0,0.0005540000000081591
2049573,Chinese Education Center Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS017,5,10,PS,38684786089569.0,"657 MERCHANT ST, SAN FRANCISCO, CA 94111",3,6075,SAN FRANCISCO,"CA
(37.794769, -122.40406)",37.794769,-122.40406,11059,668 CLAY ST,Balmoral Hotel North #2,CLAY,SIDEWALK,1,2,,0,0,37.794736,-122.404256,POINT (-122.40424 37.79473),104.0,6.0,3.0,6.0,55.0,,,104.0,0.00022900000000447562
2049881,Chinese Education Center Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS017,5,10,PS,38684786089569.0,"657 MERCHANT ST, SAN FRANCISCO, CA 94111",3,6075,SAN FRANCISCO,"CA
(37.794769, -122.40406)",37.794769,-122.40406,11960,646 CLAY ST,Balmoral Hotel,CLAY,SIDEWALK,1,2,,0,0,37.794577,-122.403994,POINT (-122.403984 37.79457),104.0,6.0,3.0,6.0,55.0,,,104.0,0.00025800000000941736
2053144,Chinese Education Center Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS017,5,10,PS,38684786089569.0,"657 MERCHANT ST, SAN FRANCISCO, CA 94111",3,6075,SAN FRANCISCO,"CA
(37.794769, -122.40406)",37.794769,-122.40406,12431,640 CLAY ST,UNKNOWN,CLAY,SIDEWALK,1,2,,2002,0,37.794788,-122.403851,POINT (-122.40384 37.794785),104.0,6.0,3.0,6.0,55.0,,,104.0,0.00022799999999278953
2054120,"Mahler, Theresa S. Mahler Early Education School",SFUSD,-2,-1,PK,USD PreK,CDC085,3,4,CDC,38684780117572.0,"990 CHURCH ST, San Francisco, CA 94114",8,6075,SAN FRANCISCO,"CA
(37.755276, -122.428093)",37.755276,-122.428093,12480,990 CHURCH ST,Theresa S. Mahler CDC,CHURCH,SIDEWALK,1,2,,2013,3,37.75527,-122.428082,POINT (-122.42807 37.755264),52.0,3.0,5.0,22.0,86.0,,,52.0,1.699999999971169e-05
2059089,"Mahler, Theresa S. Mahler Early Education School",SFUSD,-2,-1,PK,USD PreK,CDC085,3,4,CDC,38684780117572.0,"990 CHURCH ST, San Francisco, CA 94114",8,6075,SAN FRANCISCO,"CA
(37.755276, -122.428093)",37.755276,-122.428093,9523,1001 Church,Ming House Cleaners,CHURCH,SIDEWALK,1,2,,2016,10,37.754854,-122.427645,POINT (-122.427635 37.75485),52.0,3.0,5.0,22.0,86.0,,,52.0,0.0008700000000061436
2096924,Larkin Street Youth Services Academy,SFUSD,7,12,7-12,USD County School,PS060,12,17,PS,,"134 GOLDEN GATE AVE, SAN FRANCISCO CA 94102",6,6075,SAN FRANCISCO,"CA
(37.782265, -122.412987)",37.782265,-122.412987,9123,134 GOLDEN GATE AVE,North of Market Tenderloin Community Benefit District facility,GOLDEN GATE,SIDEWALK,1,2,,2010,11,37.782258,-122.412972,POINT (-122.41296 37.782253),20.0,5.0,10.0,36.0,131.0,6.0,1.0,20.0,2.2000000008404186e-05
2173549,City College of San Francisco Gough Street Location,SFCCD,13,14,13-14,Community College District,CC06,18,19,CC,,"33 GOUGH ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"CA
(37.771988, -122.421211)",37.771988,-122.421211,12170,33 GOUGH ST,San Francisco Community College District,GOUGH,SIDEWALK,1,2,,2003,0,37.77205,-122.421258,POINT (-122.42124 37.772045),32.0,1.0,10.0,20.0,89.0,,,32.0,0.0001089999999948077
2175337,"Muir, John Muir Elementary / Early Education",SFUSD,-2,5,PK-5,"USD PreK, Grades K-5",PS083,3,10,PS,38684786041255.0,"380 WEBSTER ST, San Francisco, CA 94102",5,6075,SAN FRANCISCO,"CA
(37.773758, -122.42868)",37.773758,-122.42868,12492,1001 Page St.,Wholesome Bakery,Page St.,SIDEWALK,3,6,,2019,12,37.77326043,-122.42882515,POINT (-122.42881 37.773254),26.0,4.0,11.0,9.0,37.0,,,26.0,0.0006427199999947675
2179644,"O'Connell, John O'Connell High School",SFUSD,9,12,9-12,USD Grades 9-12,PS086,14,17,PS,38684783834769.0,"2355 FOLSOM ST, San Francisco, CA 94110",9,6075,SAN FRANCISCO,"CA
(37.759514, -122.413559)",37.759514,-122.413559,12373,2355 FOLSOM ST,John O'Connell HS,FOLSOM,SIDEWALK,1,2,,2012,10,37.75951,-122.413542,POINT (-122.41353 37.759506),53.0,3.0,2.0,20.0,169.0,,,53.0,2.1000000003823516e-05
2194544,"Parks, Rosa Parks Japanese Bilingual Bicultural Program / Weill, Raphael Weill  Early Education",SFUSD,0,5,K-5,"USD Grades K-5, PreK-5",PS089,5,10,PS,38684786041503.0,"1501 OFARRELL ST, San Francisco, CA 94115",5,6075,SAN FRANCISCO,"CA
(37.783009, -122.429504)",37.783009,-122.429504,11818,1501 OFARRELL ST,Rosa Parks Elementary School,ELLIS,PARCEL,4,8,,2012,3,37.783004,-122.429491,POINT (-122.42948 37.782997),97.0,4.0,11.0,39.0,3.0,,,97.0,1.7999999997186933e-05
2197775,"Parks, Rosa Parks Japanese Bilingual Bicultural Program / Weill, Raphael Weill  Early Education",SFUSD,0,5,K-5,"USD Grades K-5, PreK-5",PS089,5,10,PS,38684786041503.0,"1501 OFARRELL ST, San Francisco, CA 94115",5,6075,SAN FRANCISCO,"CA
(37.783009, -122.429504)",37.783009,-122.429504,10267,1501 OFARRELL ST,Raphael Weill Child Development Center,ELLIS,PARCEL,8,16,,2012,3,37.783004,-122.429491,POINT (-122.42948 37.782997),97.0,4.0,11.0,39.0,3.0,,,97.0,1.7999999997186933e-05
2229777,Monroe Elementary / Excelsior Monroe Early Education,SFUSD,0,5,K-5,USD Grades K-5,PS081,5,10,PS,38684786041446.0,"260 MADRID ST, San Francisco, CA 94112",11,6075,SAN FRANCISCO,"CA
(37.725399, -122.430489)",37.725399,-122.430489,10891,260 MADRID ST,Excelsior at Monroe,MADRID,SIDEWALK,1,2,,2013,3,37.725394,-122.430474,POINT (-122.43046 37.725388),90.0,9.0,1.0,7.0,157.0,,,90.0,1.9999999992137418e-05
2239946,Chinese Immersion School At Deavila,SFUSD,0,4,K-4,USD Grades K-4,PS018,5,9,PS,38684780120386.0,"1250 WALLER ST, San Francisco, CA 94117",5,6075,SAN FRANCISCO,"CA
(37.769829, -122.444275)",37.769829,-122.444275,11221,1369 HAIGHT ST,Bound Together,HAIGHT,SIDEWALK,1,2,,2004,0,37.770112,-122.444685,POINT (-122.44467 37.770107),25.0,7.0,11.0,3.0,91.0,,,25.0,0.0006929999999982783
2259626,San Miguel Early Education School,SFUSD,-2,5,PK-5,USD PreK-5,PS102,3,10,PS,38684780117481.0,"300 SENECA AVE, San Francisco, CA 94112",11,6075,SAN FRANCISCO,"CA
(37.721645, -122.44471)",37.721645,-122.44471,9564,300 SENECA AVE,San Miguel CDC,SENECA,SIDEWALK,2,4,,0,0,37.721711,-122.44489,POINT (-122.44488 37.721706),80.0,9.0,1.0,28.0,122.0,,,80.0,0.0002459999999970819
2275490,"Webster, Daniel Webster Out-Of-School (OST) Program",SFUSD,0,5,K-5,USD Grades K-5,PS123,5,10,PS,38684786040893.0,"465 MISSOURI ST, San Francisco, CA 94107",10,6075,SAN FRANCISCO,"CA
(37.760521, -122.395843)",37.760521,-122.395843,11877,465 MISSOURI ST,Daniel Webster CDC,MISSOURI,SIDEWALK,1,2,,2013,3,37.760516,-122.395831,POINT (-122.39582 37.76051),54.0,2.0,9.0,26.0,170.0,,,54.0,1.6999999992606263e-05
2275537,"Webster, Daniel Webster Out-Of-School (OST) Program",SFUSD,0,5,K-5,USD Grades K-5,PS123,5,10,PS,38684786040893.0,"465 MISSOURI ST, San Francisco, CA 94107",10,6075,SAN FRANCISCO,"CA
(37.760521, -122.395843)",37.760521,-122.395843,11630,465 Missouri Street,Daniel Webster Elementary School,MISSOURI,SIDEWALK,2,4,,2017,5,37.760485,-122.396241,POINT (-122.396225 37.76048),54.0,2.0,9.0,26.0,170.0,,,54.0,0.00043399999999849115
2306097,"Wells, Ida B. Wells High School",SFUSD,9,12,9-12,USD Grades 9-12,PS124,14,17,PS,38684783830031.0,"1099 HAYES ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"CA
(37.775013, -122.433899)",37.775013,-122.433899,12717,1098 Hayes St,,Hayes St,SIDEWALK,4,8,,2019,12,37.77544592,-122.4343196,POINT (-122.4343 37.77544),23.0,4.0,11.0,9.0,1.0,,,23.0,0.000853519999999719
